tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
387.00;lecheria_entrada_1;316.19;16.21;159.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.22 routing_cost_lech_L.22;228.00;cost_lech_L.22;1;2230.85;0.99;0.00;82.97;liviano;;1;10.00
388.00;costanera_entrada_0;84.07;6.31;168.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.14 routing_lech_cost_L.14;220.00;lech_cost_L.14;1;2231.71;0.91;0.00;44.25;liviano;;1;1.00
389.00;lecheria_entrada_1;316.19;15.37;170.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.7 routing_cost_lech_M.7;219.00;cost_lech_M.7;1;2233.65;0.93;0.00;64.29;moto;;1;3.00
391.00;lecheria_entrada_0;316.19;11.90;122.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.5 routing_cost_lech_M.5;269.00;cost_lech_M.5;1;2239.68;0.74;0.00;74.02;moto;;1;41.00
391.00;lecheria_entrada_1;316.19;16.51;166.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.23 routing_cost_lech_L.23;225.00;cost_lech_L.23;1;2236.88;1.05;0.00;87.18;liviano;;1;8.00
391.00;costanera_entrada_1;84.07;7.92;183.00;3.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.5 routing_res_perrokero5.5;208.00;res_perrokero5.5;1;1321.78;0.99;0.00;62.64;liviano;;2;33.00
392.00;lecheria_entrada_1;316.19;15.08;173.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.24 routing_cost_lech_L.24;219.00;cost_lech_L.24;1;2230.85;0.94;0.00;65.64;liviano;;0;0.00
393.00;costanera_entrada_1;84.07;7.54;180.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.5 routing_rio_cost_L.5;213.00;rio_cost_L.5;1;1548.75;1.02;0.00;55.08;liviano;;1;27.00
394.00;costanera_entrada_0;84.07;5.91;147.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.12 routing_lech_cost_L.12;247.00;lech_cost_L.12;1;2226.53;0.86;0.00;49.17;liviano;;0;0.00
394.00;bissau_entrada_0;41.56;7.59;245.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_res_bissau3.1 routing_res_bissau3.1;149.00;res_bissau3.1;1;1258.47;1.00;0.00;53.92;moto;;1;29.00
395.00;costanera_entrada_0;84.07;10.21;185.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.5 routing_lech_cost_M.5;210.00;lech_cost_M.5;1;2234.51;1.28;0.00;83.43;moto;;2;28.00
397.00;costanera_entrada_0;84.07;7.20;222.00;6.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.6 routing_res_perrokero5.6;175.00;res_perrokero5.6;1;1321.78;0.98;0.00;29.60;liviano;;1;2.00
397.00;bissau_entrada_0;41.56;7.92;243.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_res_bissau.2 routing_res_bissau.2;154.00;res_bissau.2;1;1255.67;1.01;0.00;59.57;liviano;;1;27.00
399.00;lecheria_entrada_0;316.19;14.96;8.00;8.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_C.0 routing_ffaa_lech_C.0;391.00;ffaa_lech_C.0;1;2906.39;0.91;15.00;99.83;carrito;;1;17.00
403.00;fuerzas_armadas_entrada_0;144.11;4.37;326.00;2.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.9 routing_rio_cost_L1.9;77.00;rio_cost_L1.9;1;543.09;0.99;0.00;10.31;liviano;;0;0.00
411.00;fuerzas_armadas_entrada_0;144.11;5.66;240.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.10 routing_cost_ffaa_L.10;171.00;cost_ffaa_L.10;1;1304.12;1.07;0.00;45.45;liviano;;1;12.00
423.00;bissau_entrada_0;41.56;7.36;120.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_res_bissau1.1 routing_res_bissau1.1;303.00;res_bissau1.1;1;2008.45;0.94;0.00;95.18;liviano;;1;49.00
423.00;civo_0;195.28;3.92;240.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_res_civo.1 routing_res_civo.1;183.00;res_civo.1;1;1045.38;0.79;0.00;27.28;liviano;;1;2.00
424.00;costanera_entrada_0;84.07;6.13;94.00;4.00;lecheria_salida_0;12.10;0.00;tripinfo_lech_cost_P.1 routing_lech_cost_P.1;330.00;lech_cost_P.1;1;2224.71;0.76;30.00;78.85;pesado;;1;18.00
424.00;costanera_entrada_1;84.07;5.42;183.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.15 routing_lech_cost_L.15;241.00;lech_cost_L.15;1;2231.71;0.80;0.00;42.84;liviano;;1;20.00
424.00;res_entrada_0;97.65;3.45;366.00;6.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero4.2 routing_res_perrokero4.2;58.00;res_perrokero4.2;1;262.64;0.84;0.00;13.42;liviano;;0;0.00
426.00;madre_vieja_entrada_0;821.32;11.17;12.00;12.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.0 routing_ffaa_madre_L.0;414.00;ffaa_madre_L.0;1;3392.44;0.73;0.00;60.40;liviano;;1;13.00
426.00;madre_vieja_entrada_1;821.32;12.46;32.00;3.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.2 routing_ffaa_madre_L.2;394.00;ffaa_madre_L.2;1;3392.49;0.78;0.00;44.29;liviano;;0;0.00
426.00;costanera_entrada_1;84.07;6.89;204.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.17 routing_lech_cost_L.17;222.00;lech_cost_L.17;1;2231.71;0.94;0.00;52.71;liviano;;1;2.00
426.00;costanera_entrada_0;84.07;10.75;221.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.6 routing_lech_cost_M.6;205.00;lech_cost_M.6;1;2234.51;1.30;0.00;80.15;moto;;0;0.00
428.00;costanera_entrada_1;84.07;7.08;198.00;6.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.16 routing_lech_cost_L.16;230.00;lech_cost_L.16;1;2226.53;0.90;0.00;48.78;liviano;;1;5.00
429.00;fuerzas_armadas_entrada_1;144.11;4.49;216.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.9 routing_cost_ffaa_L.9;213.00;cost_ffaa_L.9;1;1304.12;0.93;0.00;67.53;liviano;;1;17.00
429.00;fuerzas_armadas_entrada_0;144.11;3.64;364.00;4.00;res_salida_0;5.10;0.00;tripinfo_res_perrokero3.2 routing_res_perrokero3.2;65.00;res_perrokero3.2;0;254.78;0.85;0.00;10.02;liviano;;0;0.00
430.00;lecheria_entrada_0;316.19;12.13;188.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.26 routing_cost_lech_L.26;242.00;cost_lech_L.26;1;2236.88;0.77;0.00;53.44;liviano;;0;0.00
432.00;lecheria_entrada_1;316.19;11.93;243.00;3.00;puerto_guaica_0;5.10;0.00;tripinfo_res_puerto2.1 routing_res_puerto2.1;189.00;res_puerto2.1;1;1727.88;0.76;0.00;35.32;liviano;;0;0.00
433.00;lecheria_entrada_0;316.19;15.38;58.00;0.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.4 routing_ffaa_lech_L.4;375.00;ffaa_lech_L.4;1;2906.39;0.93;0.00;131.62;liviano;;2;55.00
434.00;lecheria_entrada_1;316.19;18.16;108.00;0.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.3 routing_ffaa_lech_M.3;326.00;ffaa_lech_M.3;1;2909.19;1.12;0.00;121.11;moto;;1;25.00
434.00;costanera_entrada_0;84.07;9.11;193.00;13.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_C.2 routing_lech_cost_C.2;241.00;lech_cost_C.2;1;2231.71;1.13;15.00;75.86;carrito;;3;10.00
436.00;lecheria_entrada_1;316.19;15.06;72.00;0.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.5 routing_ffaa_lech_L.5;364.00;ffaa_lech_L.5;1;2906.39;0.94;0.00;125.63;liviano;;3;49.00
437.00;av_rio_entrada_0;228.82;9.06;361.00;1.00;res_salida_0;5.10;0.00;tripinfo_res_perrokero1.2 routing_res_perrokero1.2;76.00;res_perrokero1.2;1;501.42;0.87;0.00;10.16;liviano;;0;0.00
438.00;lecheria_entrada_1;316.19;14.11;101.00;0.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.7 routing_ffaa_lech_L.7;337.00;ffaa_lech_L.7;1;2906.39;0.92;0.00;92.24;liviano;;1;24.00
439.00;lecheria_entrada_1;316.19;16.20;130.00;0.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.9 routing_ffaa_lech_L.9;309.00;ffaa_lech_L.9;1;2906.39;1.17;0.00;112.51;liviano;;1;18.00
439.00;lecheria_entrada_0;316.19;9.10;148.00;4.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.6 routing_cost_lech_M.6;291.00;cost_lech_M.6;1;2239.68;0.57;0.00;34.08;moto;;1;12.00
442.00;costanera_entrada_0;84.07;7.90;228.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.19 routing_lech_cost_L.19;214.00;lech_cost_L.19;1;2226.53;0.98;0.00;50.52;liviano;;0;0.00
444.00;lecheria_entrada_1;316.19;17.30;144.00;0.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.10 routing_ffaa_lech_L.10;300.00;ffaa_lech_L.10;1;2906.39;1.07;0.00;86.57;liviano;;1;1.00
444.00;costanera_entrada_0;84.07;7.86;240.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.20 routing_lech_cost_L.20;204.00;lech_cost_L.20;1;2231.71;1.08;0.00;55.07;liviano;;1;30.00
445.00;fuerzas_armadas_entrada_0;144.11;4.00;206.00;0.29;costanera_salida_0;12.10;0.00;tripinfo_cost_ffaa_P.2 routing_cost_ffaa_P.2;239.00;cost_ffaa_P.2;1;1297.12;0.75;0.00;62.12;pesado;;1;18.00
446.00;lecheria_entrada_1;316.19;16.99;220.00;4.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.9 routing_cost_lech_M.9;226.00;cost_lech_M.9;1;2233.65;1.02;0.00;85.08;moto;;1;30.00
446.00;fuerzas_armadas_entrada_1;144.11;4.56;362.00;2.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.10 routing_rio_cost_L1.10;84.00;rio_cost_L1.10;1;543.09;0.92;0.00;12.26;liviano;;0;0.00
447.00;costanera_entrada_0;84.07;7.29;219.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.18 routing_lech_cost_L.18;228.00;lech_cost_L.18;1;2226.53;0.90;0.00;46.00;liviano;;0;0.00
448.00;lecheria_entrada_0;316.19;13.26;87.00;0.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.6 routing_ffaa_lech_L.6;361.00;ffaa_lech_L.6;1;2906.39;0.81;0.00;81.75;liviano;;1;22.00
448.00;lecheria_entrada_1;316.19;17.13;224.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.31 routing_cost_lech_L.31;224.00;cost_lech_L.31;1;2230.85;1.08;0.00;90.20;liviano;;1;28.00
452.00;costanera_entrada_0;84.07;8.14;255.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.21 routing_lech_cost_L.21;197.00;lech_cost_L.21;1;2231.71;1.03;0.00;42.44;liviano;;1;16.00
453.00;costanera_entrada_1;84.07;7.87;264.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.22 routing_lech_cost_L.22;189.00;lech_cost_L.22;1;2231.71;1.06;0.00;37.22;liviano;;1;9.00
455.00;lecheria_entrada_1;316.19;16.44;242.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.10 routing_cost_lech_M.10;213.00;cost_lech_M.10;1;2233.65;1.04;0.00;73.49;moto;;1;14.00
457.00;fuerzas_armadas_entrada_1;144.11;4.37;2.00;2.00;madre_vieja_salida_0;2.30;0.00;tripinfo_madre_ffaa_M.0 routing_madre_ffaa_M.0;455.00;madre_ffaa_M.0;1;3396.70;0.86;0.00;79.68;moto;;1;32.00
458.00;lecheria_entrada_1;316.19;14.43;231.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.32 routing_cost_lech_L.32;227.00;cost_lech_L.32;1;2230.85;0.92;0.00;69.77;liviano;;1;20.00
459.00;lecheria_entrada_0;316.19;12.01;202.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.28 routing_cost_lech_L.28;257.00;cost_lech_L.28;1;2230.85;0.75;0.00;64.52;liviano;;1;37.00
460.00;fuerzas_armadas_entrada_0;144.11;4.72;72.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.4 routing_cost_ffaa_L1.4;388.00;cost_ffaa_L1.4;1;2936.47;0.88;0.00;92.66;liviano;;2;32.00
461.00;lecheria_entrada_0;316.19;15.15;245.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.34 routing_cost_lech_L.34;216.00;cost_lech_L.34;1;2230.85;0.92;0.00;58.59;liviano;;1;8.00
462.00;lecheria_entrada_1;316.19;15.47;252.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.35 routing_cost_lech_L.35;210.00;cost_lech_L.35;1;2236.88;0.95;0.00;56.68;liviano;;1;1.00
462.00;costanera_entrada_1;84.07;8.00;257.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.7 routing_lech_cost_M.7;205.00;lech_cost_M.7;1;2229.33;0.96;0.00;35.52;moto;;1;16.00
463.00;fuerzas_armadas_entrada_1;144.11;4.42;0.00;0.00;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.0 routing_madre_ffaa_L.0;463.00;madre_ffaa_L.0;1;3393.87;0.81;0.00;97.76;liviano;;1;55.00
466.00;lecheria_entrada_1;316.19;16.20;213.00;4.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.29 routing_cost_lech_L.29;253.00;cost_lech_L.29;1;2236.88;0.98;0.00;100.63;liviano;;1;35.00
466.00;lecheria_entrada_0;316.19;13.50;219.00;3.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.30 routing_cost_lech_L.30;247.00;cost_lech_L.30;1;2236.88;0.87;0.00;74.94;liviano;;1;30.00
467.00;fuerzas_armadas_entrada_0;144.11;4.32;54.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.3 routing_cost_ffaa_L1.3;413.00;cost_ffaa_L1.3;1;2936.47;0.95;0.00;133.58;liviano;;4;34.00
468.00;lecheria_entrada_0;316.19;15.82;267.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.37 routing_cost_lech_L.37;201.00;cost_lech_L.37;1;2230.85;0.95;0.00;46.16;liviano;;0;0.00
472.00;madre_vieja_entrada_0;821.32;16.75;88.00;1.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.6 routing_ffaa_madre_L.6;384.00;ffaa_madre_L.6;1;3392.49;1.01;0.00;112.50;liviano;;2;64.00
472.00;lecheria_entrada_0;316.19;14.82;238.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.33 routing_cost_lech_L.33;234.00;cost_lech_L.33;1;2236.88;0.95;0.00;70.02;liviano;;1;14.00
473.00;costanera_entrada_0;84.07;5.95;216.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.6 routing_rio_cost_L.6;257.00;rio_cost_L.6;1;1548.75;0.86;0.00;70.78;liviano;;2;45.00
475.00;av_rio_entrada_0;228.82;8.89;78.00;6.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.5 routing_lech_rio_L.5;397.00;lech_rio_L.5;1;3170.09;0.87;0.00;92.66;liviano;;1;27.00
475.00;costanera_entrada_1;84.07;7.16;254.00;2.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.7 routing_res_perrokero5.7;221.00;res_perrokero5.7;1;1321.78;0.88;0.00;58.40;liviano;;1;33.00
476.00;av_rio_entrada_1;228.82;10.73;44.00;0.80;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.3 routing_lech_rio_L.3;432.00;lech_rio_L.3;1;3170.09;1.04;0.00;171.95;liviano;;3;61.00
476.00;madre_vieja_entrada_0;821.32;15.27;102.00;1.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.7 routing_ffaa_madre_L.7;374.00;ffaa_madre_L.7;1;3392.49;0.94;0.00;86.68;liviano;;2;37.00
479.00;madre_vieja_entrada_0;821.32;14.88;75.00;3.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.5 routing_ffaa_madre_L.5;404.00;ffaa_madre_L.5;1;3392.49;0.92;0.00;110.62;liviano;;2;52.00
479.00;costanera_entrada_0;84.07;6.92;285.00;9.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.23 routing_lech_cost_L.23;194.00;lech_cost_L.23;1;2226.53;0.96;0.00;27.56;liviano;;0;0.00
479.00;costanera_entrada_1;84.07;7.60;293.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.8 routing_lech_cost_M.8;186.00;lech_cost_M.8;1;2234.51;0.99;0.00;25.23;moto;;0;0.00
482.00;madre_vieja_entrada_0;821.32;15.13;133.00;3.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.9 routing_ffaa_madre_L.9;349.00;ffaa_madre_L.9;1;3392.44;0.91;0.00;57.63;liviano;;2;3.00
483.00;fuerzas_armadas_entrada_0;144.11;4.08;15.00;0.60;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.1 routing_madre_ffaa_L.1;468.00;madre_ffaa_L.1;1;3393.87;0.78;0.00;88.48;liviano;;2;33.00
483.00;madre_vieja_entrada_0;821.32;13.71;59.00;1.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.4 routing_ffaa_madre_L.4;424.00;ffaa_madre_L.4;1;3392.44;0.87;0.00;126.31;liviano;;2;60.00
484.00;madre_vieja_entrada_1;821.32;14.64;124.00;8.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.8 routing_ffaa_madre_L.8;360.00;ffaa_madre_L.8;1;3392.49;0.93;0.00;79.64;liviano;;2;13.00
485.00;fuerzas_armadas_entrada_1;144.11;4.40;58.00;0.40;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.4 routing_madre_ffaa_L.4;427.00;madre_ffaa_L.4;1;3393.90;0.97;0.00;114.38;liviano;;2;6.00
485.00;costanera_entrada_1;84.07;7.09;291.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.24 routing_lech_cost_L.24;194.00;lech_cost_L.24;1;2231.71;1.00;0.00;34.08;liviano;;1;1.00
486.00;lecheria_entrada_0;316.19;11.27;195.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.27 routing_cost_lech_L.27;291.00;cost_lech_L.27;1;2236.88;0.71;0.00;80.17;liviano;;2;49.00
486.00;lecheria_entrada_1;316.19;12.11;260.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.36 routing_cost_lech_L.36;226.00;cost_lech_L.36;1;2236.88;0.76;0.00;33.12;liviano;;1;2.00
487.00;lecheria_entrada_0;316.19;13.84;121.00;5.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.8 routing_ffaa_lech_L.8;366.00;ffaa_lech_L.8;1;2906.39;0.94;0.00;123.42;liviano;;2;63.00
488.00;lecheria_entrada_1;316.19;14.52;145.00;1.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.4 routing_ffaa_lech_M.4;343.00;ffaa_lech_M.4;1;2909.19;0.87;0.00;79.77;moto;;1;47.00
488.00;costanera_entrada_1;84.07;8.26;300.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.25 routing_lech_cost_L.25;188.00;lech_cost_L.25;1;2231.71;1.13;0.00;44.48;liviano;;1;1.00
489.00;fuerzas_armadas_entrada_1;144.11;4.03;44.00;0.80;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.3 routing_madre_ffaa_L.3;445.00;madre_ffaa_L.3;1;3393.90;0.92;0.00;116.59;liviano;;2;15.00
489.00;lecheria_entrada_1;316.19;15.99;180.00;0.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.5 routing_ffaa_lech_M.5;309.00;ffaa_lech_M.5;1;2909.19;1.01;0.00;86.01;moto;;2;43.00
491.00;fuerzas_armadas_entrada_1;144.11;5.72;46.00;1.00;madre_vieja_salida_0;2.30;0.00;tripinfo_madre_ffaa_M.1 routing_madre_ffaa_M.1;445.00;madre_ffaa_M.1;1;3396.67;1.07;0.00;145.19;moto;;2;9.00
491.00;fuerzas_armadas_entrada_0;144.11;2.66;264.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.11 routing_cost_ffaa_L.11;227.00;cost_ffaa_L.11;1;1304.15;0.70;0.00;36.33;liviano;;1;1.00
492.00;costanera_entrada_0;84.07;5.73;187.00;7.00;lecheria_salida_0;12.10;0.00;tripinfo_lech_cost_P.2 routing_lech_cost_P.2;305.00;lech_cost_P.2;1;2224.71;0.72;30.00;42.98;pesado;;0;0.00
494.00;fuerzas_armadas_entrada_0;144.11;3.48;90.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.5 routing_cost_ffaa_L1.5;404.00;cost_ffaa_L1.5;1;2931.26;0.79;0.00;66.64;liviano;;1;4.00
499.00;av_rio_entrada_0;228.82;8.24;58.00;0.40;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.4 routing_lech_rio_L.4;441.00;lech_rio_L.4;1;3165.99;0.83;0.00;108.09;liviano;;2;21.00
499.00;costanera_entrada_0;84.07;5.58;252.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.7 routing_rio_cost_L.7;247.00;rio_cost_L.7;1;1548.75;0.75;0.00;33.82;liviano;;1;2.00
500.00;av_rio_entrada_1;228.82;10.34;87.00;0.60;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.6 routing_lech_rio_L.6;413.00;lech_rio_L.6;1;3165.99;0.97;0.00;129.46;liviano;;1;6.00
501.00;lecheria_entrada_0;316.19;16.02;202.00;0.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.14 routing_ffaa_lech_L.14;299.00;ffaa_lech_L.14;1;2906.39;0.98;0.00;68.25;liviano;;2;22.00
503.00;av_rio_entrada_0;228.82;8.12;33.00;4.20;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.2 routing_lech_rio_L.2;470.00;lech_rio_L.2;1;3170.09;0.75;0.00;109.71;liviano;;3;53.00
503.00;fuerzas_armadas_entrada_0;144.11;3.98;36.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.2 routing_cost_ffaa_L1.2;467.00;cost_ffaa_L1.2;1;2931.26;0.73;0.00;103.68;liviano;;2;42.00
503.00;costanera_entrada_0;84.07;6.08;281.00;11.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_C.3 routing_lech_cost_C.3;222.00;lech_cost_C.3;1;2231.71;0.95;15.00;34.91;carrito;;0;0.00
506.00;puerto_guaica_0;18.66;4.24;240.00;0.00;madre_vieja_salida_0;5.10;0.00;tripinfo_res_puerto.1 routing_res_puerto.1;266.00;res_puerto.1;1;2205.67;0.85;0.00;49.87;liviano;;2;21.00
507.00;fuerzas_armadas_entrada_0;144.11;2.82;29.00;0.20;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.2 routing_madre_ffaa_L.2;478.00;madre_ffaa_L.2;1;3393.87;0.72;0.00;68.55;liviano;;1;17.00
509.00;fuerzas_armadas_entrada_1;144.11;3.92;399.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.11 routing_rio_cost_L1.11;110.00;rio_cost_L1.11;1;543.09;0.72;0.00;18.28;liviano;;0;0.00
511.00;fuerzas_armadas_entrada_0;144.11;4.82;317.00;5.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.13 routing_cost_ffaa_L.13;194.00;cost_ffaa_L.13;1;1304.12;0.88;0.00;40.83;liviano;;0;0.00
512.00;fuerzas_armadas_entrada_1;144.11;5.35;434.00;2.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.12 routing_rio_cost_L1.12;78.00;rio_cost_L1.12;1;543.09;0.98;0.00;11.07;liviano;;0;0.00
514.00;lecheria_entrada_0;316.19;13.93;173.00;0.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.12 routing_ffaa_lech_L.12;341.00;ffaa_lech_L.12;1;2906.39;0.88;0.00;72.65;liviano;;1;31.00
514.00;fuerzas_armadas_entrada_0;144.11;5.51;360.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.15 routing_cost_ffaa_L.15;154.00;cost_ffaa_L.15;1;1304.15;1.12;0.00;33.44;liviano;;0;0.00
515.00;lecheria_entrada_1;316.19;21.09;217.00;1.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.6 routing_ffaa_lech_M.6;298.00;ffaa_lech_M.6;1;2909.19;1.31;0.00;118.45;moto;;1;25.00
516.00;fuerzas_armadas_entrada_1;144.11;6.74;90.00;0.00;madre_vieja_salida_0;2.30;0.00;tripinfo_madre_ffaa_M.2 routing_madre_ffaa_M.2;426.00;madre_ffaa_M.2;1;3396.70;1.23;0.00;158.72;moto;;1;54.00
516.00;costanera_entrada_1;84.07;10.35;329.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.9 routing_lech_cost_M.9;187.00;lech_cost_M.9;1;2229.33;1.29;0.00;60.89;moto;;1;13.00
521.00;fuerzas_armadas_entrada_0;144.11;4.06;309.00;0.43;costanera_salida_0;12.10;0.00;tripinfo_cost_ffaa_P.3 routing_cost_ffaa_P.3;212.00;cost_ffaa_P.3;1;1297.12;0.75;0.00;33.71;pesado;;0;0.00
524.00;costanera_entrada_0;84.07;7.86;312.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.26 routing_lech_cost_L.26;212.00;lech_cost_L.26;1;2226.53;0.98;0.00;49.38;liviano;;1;26.00
525.00;lecheria_entrada_0;316.19;12.34;159.00;0.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.11 routing_ffaa_lech_L.11;366.00;ffaa_lech_L.11;1;2906.39;0.79;0.00;75.26;liviano;;2;31.00
