data_timestep;lane_id;lane_queueing_length;lane_queueing_length_experimental;lane_queueing_time
3336.00;semaforo_caminoreal_costanera_0;33.02;33.02;53.00
3336.00;semaforo_caminoreal_costanera_1;33.01;33.01;55.00
3337.00;:8424094388_1_0;0.00;7.51;0.00
3337.00;:8424094388_1_1;0.00;7.62;0.00
3337.00;-371794626#1_0;51.21;42.51;26.00
3337.00;-371794626#1_1;51.51;45.01;27.00
3337.00;-371794626#2_0;73.94;105.88;18.00
3337.00;-371794626#2_1;63.43;84.20;17.00
3337.00;371794626#10_0;12.50;12.50;6.00
3337.00;371794626#10_1;12.50;12.50;5.00
3337.00;371794626#11_0;0.00;70.10;0.00
3337.00;371794626#11_1;82.93;69.91;16.00
3337.00;371794626#12_1;38.54;38.54;33.00
3337.00;371794626#9_0;12.50;12.50;5.00
3337.00;371794626#9_1;3.20;3.20;1.00
3337.00;FA_1_0;27.29;20.75;4.00
3337.00;FA_1_1;0.00;19.78;0.00
3337.00;FA_3_0;0.00;63.23;0.00
3337.00;FA_3_1;88.52;69.01;36.00
3337.00;ejercito4_0;0.00;71.08;0.00
3337.00;lecheria_haciacaminoreal_0;32.50;32.50;25.00
3337.00;lecheria_haciacaminoreal_1;34.71;34.71;31.00
3337.00;semaforo_caminoreal_FA_0;24.81;18.31;30.00
3337.00;semaforo_caminoreal_FA_1;19.00;19.00;28.00
3337.00;semaforo_caminoreal_costanera_0;33.01;33.01;54.00
3337.00;semaforo_caminoreal_costanera_1;33.01;33.01;56.00
3338.00;:8424094388_1_0;7.43;7.43;1.00
3338.00;:8424094388_1_1;0.00;7.23;0.00
3338.00;-371794626#1_0;51.21;42.51;27.00
3338.00;-371794626#1_1;51.51;45.01;28.00
3338.00;-371794626#2_0;79.97;113.17;19.00
3338.00;-371794626#2_1;76.55;91.27;18.00
3338.00;371794626#10_0;0.00;11.70;0.00
3338.00;371794626#10_1;19.01;12.50;6.00
3338.00;371794626#11_0;0.00;68.88;0.00
3338.00;371794626#11_1;82.92;69.91;15.00
3338.00;371794626#12_1;38.51;38.51;34.00
3338.00;371794626#9_0;12.50;12.50;6.00
3338.00;FA_1_0;27.25;20.39;3.00
3338.00;FA_1_1;0.00;18.96;0.00
3338.00;FA_3_0;0.00;61.86;0.00
3338.00;FA_3_1;88.52;69.01;37.00
3338.00;ejercito4_0;0.00;71.08;0.00
3338.00;lecheria_haciacaminoreal_0;32.50;32.50;22.00
3338.00;lecheria_haciacaminoreal_1;34.71;34.71;24.00
3338.00;semaforo_caminoreal_FA_0;24.81;18.31;31.00
3338.00;semaforo_caminoreal_FA_1;19.00;19.00;29.00
3338.00;semaforo_caminoreal_costanera_0;33.01;33.01;52.00
3338.00;semaforo_caminoreal_costanera_1;33.01;33.01;51.00
3339.00;:8424094388_1_0;7.37;7.37;2.00
3339.00;:8424094388_1_1;0.00;6.64;0.00
3339.00;-371794626#1_0;51.21;42.51;28.00
3339.00;-371794626#1_1;51.51;45.01;29.00
3339.00;-371794626#2_0;86.51;120.58;20.00
3339.00;-371794626#2_1;83.05;98.02;19.00
3339.00;371794626#10_1;19.00;12.50;7.00
3339.00;371794626#11_0;0.00;46.91;0.00
3339.00;371794626#11_1;82.92;69.91;14.00
3339.00;371794626#12_1;38.51;38.51;35.00
3339.00;371794626#9_0;12.50;12.50;6.00
3339.00;FA_1_1;0.00;17.79;0.00
3339.00;FA_3_0;0.00;69.06;0.00
3339.00;FA_3_1;88.52;69.01;38.00
3339.00;ejercito4_0;0.00;71.08;0.00
3339.00;lecheria_haciacaminoreal_0;32.46;32.46;10.00
3339.00;lecheria_haciacaminoreal_1;34.71;34.71;15.00
3339.00;semaforo_caminoreal_FA_0;24.81;18.31;32.00
3339.00;semaforo_caminoreal_FA_1;19.00;19.00;30.00
3339.00;semaforo_caminoreal_costanera_0;33.01;33.01;51.00
3339.00;semaforo_caminoreal_costanera_1;33.01;33.01;48.00
3340.00;:7756816786_7_1;0.00;9.39;0.00
3340.00;:8424094388_1_0;0.00;7.21;0.00
3340.00;:8424094388_1_1;0.00;6.13;0.00
3340.00;-371794626#1_0;51.21;42.51;29.00
3340.00;-371794626#1_1;51.51;45.01;30.00
3340.00;-371794626#2_0;93.06;102.94;21.00
3340.00;-371794626#2_1;89.57;104.64;20.00
3340.00;371794626#10_1;19.00;12.50;8.00
3340.00;371794626#11_1;82.92;69.91;13.00
3340.00;371794626#12_1;38.51;38.51;36.00
3340.00;FA_1_1;0.00;24.31;0.00
3340.00;FA_3_0;0.00;68.42;0.00
3340.00;FA_3_1;88.52;69.01;39.00
3340.00;ejercito4_0;0.00;71.08;0.00
3340.00;entrada_caminoreal_0;0.00;6.22;0.00
3340.00;lecheria_haciacaminoreal_0;0.00;32.23;0.00
3340.00;lecheria_haciacaminoreal_1;34.71;41.25;12.00
3340.00;semaforo_caminoreal_FA_0;24.81;18.31;33.00
3340.00;semaforo_caminoreal_FA_1;19.00;19.00;31.00
3340.00;semaforo_caminoreal_costanera_0;33.01;33.01;29.00
3340.00;semaforo_caminoreal_costanera_1;33.01;33.01;8.00
3341.00;:7756816786_7_1;9.31;9.31;1.00
3341.00;:8424094388_1_0;0.00;6.03;0.00
3341.00;:8424094388_1_1;0.00;5.12;0.00
3341.00;-371794626#1_0;51.21;42.51;30.00
3341.00;-371794626#1_1;51.51;45.01;31.00
3341.00;-371794626#2_0;99.56;109.55;22.00
3341.00;-371794626#2_1;89.50;111.81;21.00
3341.00;371794626#10_1;19.00;12.50;9.00
3341.00;371794626#11_1;82.91;69.91;12.00
3341.00;371794626#12_0;25.50;25.50;8.00
3341.00;371794626#12_1;38.51;38.51;37.00
3341.00;FA_1_1;0.00;22.92;0.00
3341.00;FA_3_0;0.00;59.00;0.00
3341.00;FA_3_1;88.52;69.01;40.00
3341.00;ejercito4_0;0.00;71.08;0.00
3341.00;entrada_caminoreal_0;0.00;6.04;0.00
3341.00;lecheria_haciacaminoreal_0;0.00;34.96;0.00
3341.00;lecheria_haciacaminoreal_1;41.21;41.21;1.00
3341.00;semaforo_caminoreal_FA_0;24.81;18.31;34.00
3341.00;semaforo_caminoreal_FA_1;19.00;19.00;32.00
3341.00;semaforo_caminoreal_costanera_0;33.01;33.01;6.00
3341.00;semaforo_caminoreal_costanera_1;33.01;33.01;7.00
3341.00;semaforo_caminoreal_elejercito_2;0.00;4.25;0.00
3342.00;:7756816786_7_1;9.30;9.30;2.00
3342.00;-371794626#1_0;51.21;42.51;31.00
3342.00;-371794626#1_1;51.51;45.01;32.00
3342.00;-371794626#2_0;99.51;116.36;23.00
3342.00;-371794626#2_1;89.45;102.82;22.00
3342.00;371794626#10_1;19.00;12.50;10.00
3342.00;371794626#11_1;82.91;69.91;11.00
3342.00;371794626#12_1;38.51;38.51;38.00
3342.00;371794626#9_1;0.00;6.37;0.00
3342.00;FA_1_1;0.00;21.72;0.00
3342.00;FA_3_0;0.00;66.09;0.00
3342.00;FA_3_1;88.52;69.01;41.00
3342.00;ejercito4_0;0.00;71.08;0.00
3342.00;entrada_caminoreal_0;6.01;6.01;1.00
3342.00;lecheria_haciacaminoreal_0;0.00;34.75;0.00
3342.00;lecheria_haciacaminoreal_1;0.00;40.71;0.00
3342.00;semaforo_caminoreal_FA_0;24.81;18.31;35.00
3342.00;semaforo_caminoreal_FA_1;19.00;19.00;33.00
3342.00;semaforo_caminoreal_costanera_0;0.00;31.84;0.00
3342.00;semaforo_caminoreal_costanera_1;0.00;32.47;0.00
3342.00;semaforo_caminoreal_elejercito_2;4.20;4.20;1.00
3343.00;:7756816786_7_0;0.00;3.03;0.00
3343.00;:7756816786_7_1;9.30;9.30;3.00
3343.00;-371794626#1_0;51.21;42.51;32.00
3343.00;-371794626#1_1;51.51;45.01;33.00
3343.00;-371794626#2_0;102.22;123.01;24.00
3343.00;-371794626#2_1;95.98;117.72;23.00
3343.00;371794626#10_1;19.00;12.50;11.00
3343.00;371794626#11_1;82.91;69.91;10.00
3343.00;371794626#12_1;45.03;37.35;39.00
3343.00;371794626#9_1;0.00;6.08;0.00
3343.00;FA_1_1;0.00;12.16;0.00
3343.00;FA_3_1;88.52;69.01;42.00
3343.00;ejercito4_0;77.20;71.08;1.00
3343.00;entrada_caminoreal_0;6.00;6.00;2.00
3343.00;lecheria_haciacaminoreal_0;0.00;34.18;0.00
3343.00;semaforo_caminoreal_FA_0;24.81;18.31;36.00
3343.00;semaforo_caminoreal_FA_1;19.00;19.00;34.00
3343.00;semaforo_caminoreal_costanera_0;0.00;30.58;0.00
3343.00;semaforo_caminoreal_elejercito_2;4.20;4.20;2.00
3344.00;:7756816786_7_1;9.30;9.30;4.00
3344.00;:interseccion_avrio_FA_3_0;23.95;0.00;1.00
3344.00;:interseccion_avrio_FA_5_0;23.79;23.79;1.00
3344.00;-371794626#1_0;51.21;42.51;33.00
3344.00;-371794626#1_1;51.51;45.01;34.00
3344.00;-371794626#2_0;102.16;122.48;25.00
3344.00;-371794626#2_1;95.95;120.62;24.00
3344.00;371794626#10_1;19.00;12.50;12.00
3344.00;371794626#11_1;82.91;69.73;10.00
3344.00;371794626#12_1;19.00;25.74;40.00
3344.00;371794626#9_1;6.03;6.03;1.00
3344.00;FA_1_1;12.12;19.15;1.00
3344.00;FA_3_1;88.52;69.01;43.00
3344.00;ejercito4_0;0.00;71.08;0.00
3344.00;entrada_caminoreal_1;6.00;6.00;3.00
3344.00;lecheria_haciacaminoreal_0;0.00;40.93;0.00
3344.00;semaforo_caminoreal_FA_0;24.81;18.31;37.00
3344.00;semaforo_caminoreal_FA_1;19.00;19.00;35.00
3344.00;semaforo_caminoreal_elejercito_0;0.00;14.23;0.00
3344.00;semaforo_caminoreal_elejercito_1;0.00;7.09;0.00
3344.00;semaforo_caminoreal_elejercito_2;4.20;4.20;3.00
3345.00;:7756816786_7_0;0.00;8.46;0.00
3345.00;:7756816786_7_1;9.30;9.30;5.00
3345.00;:interseccion_avrio_FA_5_0;23.78;23.78;2.00
3345.00;-371794626#1_0;51.21;42.51;34.00
3345.00;-371794626#1_1;51.51;45.01;35.00
3345.00;-371794626#2_0;108.74;122.19;26.00
3345.00;-371794626#2_1;102.46;115.92;25.00
3345.00;371794626#10_1;19.00;12.50;13.00
3345.00;371794626#11_1;82.91;69.50;11.00
3345.00;371794626#12_1;19.00;25.51;41.00
3345.00;371794626#9_1;6.01;12.66;2.00
3345.00;FA_1_1;12.11;18.80;2.00
3345.00;FA_3_0;0.00;49.82;0.00
3345.00;FA_3_1;88.52;69.01;44.00
3345.00;ejercito4_0;0.00;71.08;0.00
3345.00;lecheria_haciacaminoreal_0;0.00;40.16;0.00
3345.00;semaforo_caminoreal_FA_0;24.81;18.31;38.00
3345.00;semaforo_caminoreal_FA_1;19.00;19.00;36.00
3345.00;semaforo_caminoreal_elejercito_0;0.00;21.16;0.00
3345.00;semaforo_caminoreal_elejercito_1;7.03;7.03;1.00
3345.00;semaforo_caminoreal_elejercito_2;4.20;4.20;4.00
3346.00;:7756816786_7_0;0.00;15.59;0.00
3346.00;:7756816786_7_1;9.30;9.30;6.00
3346.00;:8424094388_1_1;0.00;6.59;0.00
3346.00;:interseccion_avrio_FA_5_0;26.49;23.78;3.00
3346.00;-371794626#1_0;51.21;42.51;35.00
3346.00;-371794626#1_1;51.51;45.01;36.00
3346.00;-371794626#2_0;115.25;139.40;27.00
3346.00;-371794626#2_1;102.44;126.49;26.00
3346.00;371794626#10_1;19.00;12.50;14.00
3346.00;371794626#11_1;82.85;68.84;11.00
3346.00;371794626#12_1;25.50;32.04;42.00
3346.00;371794626#9_1;6.00;12.51;3.00
3346.00;FA_1_0;0.00;7.15;0.00
3346.00;FA_1_1;12.10;18.67;3.00
3346.00;FA_3_1;88.52;69.01;45.00
3346.00;ejercito4_0;0.00;71.08;0.00
3346.00;lecheria_haciacaminoreal_0;0.00;39.53;0.00
3346.00;semaforo_caminoreal_FA_0;24.81;18.31;39.00
3346.00;semaforo_caminoreal_FA_1;19.00;19.00;37.00
3346.00;semaforo_caminoreal_elejercito_0;14.00;20.75;1.00
3346.00;semaforo_caminoreal_elejercito_1;7.01;7.01;2.00
3346.00;semaforo_caminoreal_elejercito_2;4.20;4.20;5.00
3347.00;:7756816786_7_0;0.00;14.35;0.00
3347.00;:7756816786_7_1;9.30;9.30;7.00
3347.00;:8424094388_1_1;0.00;6.04;0.00
3347.00;:interseccion_avrio_FA_5_0;26.48;23.78;4.00
3347.00;-371794626#1_0;51.21;42.51;36.00
3347.00;-371794626#1_1;51.51;45.01;37.00
3347.00;-371794626#2_0;115.19;139.08;28.00
3347.00;-371794626#2_1;108.95;133.63;27.00
3347.00;371794626#10_1;19.00;12.50;15.00
3347.00;371794626#11_1;19.04;25.66;6.00
3347.00;371794626#12_0;0.00;5.83;0.00
3347.00;371794626#12_1;32.01;38.58;43.00
3347.00;371794626#9_1;12.51;12.51;4.00
3347.00;FA_1_0;0.00;14.27;0.00
3347.00;FA_1_1;18.61;18.61;4.00
3347.00;FA_3_1;88.52;69.01;46.00
3347.00;costanera_haciamadrevieja_1;0.00;6.02;0.00
3347.00;ejercito4_0;0.00;71.08;0.00
3347.00;lecheria_haciacaminoreal_0;0.00;38.30;0.00
3347.00;semaforo_caminoreal_FA_0;24.81;18.31;40.00
3347.00;semaforo_caminoreal_FA_1;19.00;19.00;38.00
3347.00;semaforo_caminoreal_elejercito_0;14.00;20.52;2.00
3347.00;semaforo_caminoreal_elejercito_1;7.01;7.01;3.00
3347.00;semaforo_caminoreal_elejercito_2;4.20;10.80;6.00
3348.00;:7756816786_7_0;0.00;13.10;0.00
3348.00;:7756816786_7_1;9.30;9.30;8.00
3348.00;:8424094388_1_1;0.00;5.61;0.00
3348.00;:interseccion_avrio_FA_5_0;26.48;23.78;5.00
3348.00;-371794626#1_0;51.21;42.51;37.00
3348.00;-371794626#1_1;51.51;45.01;38.00
3348.00;-371794626#2_0;121.72;138.86;29.00
3348.00;-371794626#2_1;115.47;132.71;28.00
3348.00;371794626#10_1;19.00;12.50;14.00
3348.00;371794626#11_1;25.57;32.42;7.00
3348.00;371794626#12_1;38.52;38.52;44.00
3348.00;371794626#9_1;12.50;12.50;5.00
3348.00;FA_1_0;6.80;13.71;1.00
3348.00;FA_1_1;18.60;18.60;5.00
3348.00;FA_3_0;0.00;66.88;0.00
3348.00;FA_3_1;88.52;69.01;47.00
3348.00;costanera_haciamadrevieja_0;0.00;6.26;0.00
3348.00;costanera_haciamadrevieja_1;6.00;6.00;1.00
3348.00;ejercito4_0;0.00;71.08;0.00
3348.00;semaforo_caminoreal_FA_0;24.81;18.31;41.00
3348.00;semaforo_caminoreal_FA_1;19.00;19.00;39.00
3348.00;semaforo_caminoreal_elejercito_0;20.51;20.51;3.00
3348.00;semaforo_caminoreal_elejercito_1;7.00;7.00;4.00
3348.00;semaforo_caminoreal_elejercito_2;10.72;10.72;7.00
3349.00;:7756816786_7_0;0.00;12.40;0.00
3349.00;:7756816786_7_1;9.30;9.30;9.00
3349.00;:8424094388_1_1;0.00;5.36;0.00
3349.00;:interseccion_avrio_FA_5_0;26.48;0.00;4.00
3349.00;-371794626#1_0;51.21;42.51;38.00
3349.00;-371794626#1_1;51.51;45.01;39.00
3349.00;-371794626#2_0;138.79;138.79;30.00
3349.00;-371794626#2_1;118.18;139.36;29.00
3349.00;371794626#10_1;19.00;11.55;12.00
3349.00;371794626#11_0;12.50;12.50;4.00
3349.00;371794626#11_1;25.52;52.99;8.00
3349.00;371794626#12_0;0.00;30.37;0.00
3349.00;371794626#12_1;38.51;38.51;45.00
3349.00;371794626#9_0;6.00;6.00;6.00
3349.00;371794626#9_1;12.50;12.50;3.00
3349.00;FA_1_0;6.80;13.31;2.00
3349.00;FA_1_1;25.13;18.60;6.00
3349.00;FA_3_1;88.52;69.01;48.00
3349.00;costanera_haciamadrevieja_0;0.00;6.02;0.00
3349.00;costanera_haciamadrevieja_1;6.00;8.73;2.00
3349.00;ejercito4_0;0.00;71.08;0.00
3349.00;lecheria_haciacaminoreal_0;0.00;35.58;0.00
3349.00;madre_vieja_salida_1;6.00;6.00;1.00
3349.00;semaforo_caminoreal_FA_0;24.81;18.31;42.00
3349.00;semaforo_caminoreal_FA_1;19.00;19.00;40.00
3349.00;semaforo_caminoreal_elejercito_0;20.50;20.50;4.00
3349.00;semaforo_caminoreal_elejercito_1;7.00;7.00;5.00
3349.00;semaforo_caminoreal_elejercito_2;10.71;10.71;8.00
3350.00;:7756816786_7_0;0.00;11.11;0.00
3350.00;:7756816786_7_1;9.30;9.30;10.00
3350.00;:8424094388_1_0;5.27;5.27;1.00
3350.00;-371794626#1_0;51.21;42.51;39.00
3350.00;-371794626#1_1;51.51;45.01;40.00
3350.00;-371794626#2_0;121.64;138.68;31.00
3350.00;-371794626#2_1;124.72;138.69;30.00
3350.00;371794626#11_1;25.51;42.04;9.00
3350.00;371794626#12_0;0.00;20.82;0.00
3350.00;371794626#12_1;41.22;38.51;46.00
3350.00;FA_1_0;13.30;13.30;3.00
3350.00;FA_1_1;25.11;18.60;7.00
3350.00;FA_3_0;0.00;5.12;0.00
3350.00;FA_3_1;88.52;69.01;49.00
3350.00;costanera_haciamadrevieja_0;6.00;6.00;1.00
3350.00;costanera_haciamadrevieja_1;8.70;8.70;3.00
3350.00;ejercito4_0;0.00;71.08;0.00
3350.00;madre_vieja_salida_1;6.00;6.00;2.00
3350.00;semaforo_caminoreal_FA_0;24.81;18.31;43.00
3350.00;semaforo_caminoreal_FA_1;19.00;19.00;41.00
3350.00;semaforo_caminoreal_elejercito_0;20.50;20.50;5.00
3350.00;semaforo_caminoreal_elejercito_1;7.00;7.00;6.00
3350.00;semaforo_caminoreal_elejercito_2;10.70;10.70;9.00
3351.00;:7756816786_7_1;9.30;9.30;11.00
3351.00;-371794626#1_0;51.21;42.51;40.00
3351.00;-371794626#1_1;51.51;45.01;41.00
3351.00;-371794626#2_0;138.66;145.43;32.00
3351.00;-371794626#2_1;124.68;145.81;31.00
3351.00;172344969#4_0;379.90;0.00;1.00
3351.00;371794626#11_1;32.05;49.05;10.00
3351.00;371794626#12_0;0.00;35.83;0.00
3351.00;371794626#12_1;41.21;38.51;47.00
3351.00;FA_1_0;13.30;13.30;2.00
3351.00;FA_1_1;25.11;18.60;8.00
3351.00;FA_3_0;5.10;11.90;1.00
3351.00;FA_3_1;88.52;69.01;50.00
3351.00;costanera_haciamadrevieja_0;6.00;6.00;2.00
3351.00;costanera_haciamadrevieja_1;8.70;8.70;4.00
3351.00;costanera_puerto_guaica_hacialecheria_0;0.00;6.13;0.00
3351.00;ejercito4_0;0.00;71.08;0.00
3351.00;madre_vieja_salida_1;6.00;6.00;3.00
3351.00;semaforo_caminoreal_FA_0;24.81;18.31;44.00
3351.00;semaforo_caminoreal_FA_1;19.00;19.00;42.00
3351.00;semaforo_caminoreal_elejercito_0;20.50;20.50;6.00
3351.00;semaforo_caminoreal_elejercito_1;7.00;7.00;7.00
3351.00;semaforo_caminoreal_elejercito_2;10.70;10.70;10.00
3352.00;:7756816786_7_1;9.30;9.30;12.00
3352.00;-371794626#1_0;51.21;42.51;41.00
3352.00;-371794626#1_1;51.51;45.01;42.00
3352.00;-371794626#2_0;138.64;145.18;33.00
3352.00;-371794626#2_1;124.64;148.68;32.00
3352.00;172344969#4_0;382.60;0.00;2.00
3352.00;371794626#11_0;0.00;6.09;0.00
3352.00;371794626#11_1;38.56;55.88;11.00
3352.00;371794626#12_0;0.00;34.65;0.00
3352.00;371794626#12_1;47.71;38.51;48.00
3352.00;FA_1_0;0.00;20.04;0.00
3352.00;FA_1_1;25.10;18.60;9.00
3352.00;FA_3_0;5.10;18.83;2.00
3352.00;FA_3_1;88.52;69.01;51.00
3352.00;costanera_haciamadrevieja_0;6.00;15.44;3.00
3352.00;costanera_haciamadrevieja_1;8.70;8.70;5.00
3352.00;costanera_puerto_guaica_hacialecheria_0;6.07;13.32;1.00
3352.00;ejercito4_0;0.00;71.08;0.00
3352.00;madre_vieja_salida_1;6.00;6.00;4.00
3352.00;semaforo_caminoreal_FA_0;24.81;18.31;45.00
3352.00;semaforo_caminoreal_FA_1;19.00;19.00;43.00
3352.00;semaforo_caminoreal_elejercito_0;20.50;20.50;7.00
3352.00;semaforo_caminoreal_elejercito_1;7.00;7.00;8.00
3352.00;semaforo_caminoreal_elejercito_2;10.70;10.70;11.00
3353.00;:7756816786_7_1;9.30;9.30;13.00
3353.00;-371794626#1_0;51.21;42.51;42.00
3353.00;-371794626#1_1;51.51;45.01;43.00
3353.00;-371794626#2_0;145.15;145.15;34.00
3353.00;-371794626#2_1;131.16;147.51;33.00
3353.00;172344969#4_0;382.60;0.00;2.00
3353.00;172344969#4_1;379.89;0.00;3.00
3353.00;371794626#11_0;0.00;23.36;0.00
3353.00;371794626#11_1;41.27;62.42;12.00
3353.00;371794626#12_0;0.00;33.52;0.00
3353.00;371794626#12_1;47.71;38.51;49.00
3353.00;FA_1_0;0.00;19.23;0.00
3353.00;FA_1_1;25.10;18.60;10.00
3353.00;FA_3_0;11.62;25.68;1.00
3353.00;FA_3_1;88.52;69.01;52.00
3353.00;costanera_haciamadrevieja_0;6.00;6.00;4.00
3353.00;costanera_haciamadrevieja_1;8.70;8.70;6.00
3353.00;costanera_puerto_guaica_hacialecheria_0;6.03;12.77;2.00
3353.00;ejercito4_0;0.00;71.08;0.00
3353.00;madre_vieja_salida_1;6.00;6.00;5.00
3353.00;semaforo_caminoreal_FA_0;24.81;18.31;46.00
3353.00;semaforo_caminoreal_FA_1;19.00;19.00;44.00
3353.00;semaforo_caminoreal_elejercito_0;20.50;20.50;8.00
3353.00;semaforo_caminoreal_elejercito_1;7.00;7.00;9.00
3353.00;semaforo_caminoreal_elejercito_2;10.70;10.70;12.00
3354.00;:7756816786_7_0;0.00;10.07;0.00
3354.00;:7756816786_7_1;9.30;9.30;14.00
3354.00;-371794626#1_0;51.21;42.51;43.00
3354.00;-371794626#1_1;51.51;45.01;44.00
3354.00;-371794626#2_0;145.13;145.13;35.00
3354.00;-371794626#2_1;137.69;147.22;34.00
3354.00;172344969#4_0;382.60;0.00;3.00
3354.00;371794626#11_0;0.00;30.54;0.00
3354.00;371794626#11_1;47.80;61.73;13.00
3354.00;371794626#12_0;0.00;40.60;0.00
3354.00;371794626#12_1;47.71;38.51;50.00
3354.00;FA_1_1;25.10;18.60;11.00
3354.00;FA_3_0;18.14;32.76;1.00
3354.00;FA_3_1;88.52;69.01;53.00
3354.00;costanera_haciamadrevieja_0;6.00;12.67;5.00
3354.00;costanera_haciamadrevieja_1;8.70;8.70;7.00
3354.00;costanera_puerto_guaica_hacialecheria_0;6.01;12.58;3.00
3354.00;ejercito4_0;0.00;71.08;0.00
3354.00;madre_vieja_salida_1;6.00;6.00;6.00
3354.00;semaforo_caminoreal_FA_0;24.81;18.31;47.00
3354.00;semaforo_caminoreal_FA_1;19.00;19.00;45.00
3354.00;semaforo_caminoreal_elejercito_0;20.50;20.50;9.00
3354.00;semaforo_caminoreal_elejercito_1;7.00;7.00;10.00
3354.00;semaforo_caminoreal_elejercito_2;10.70;10.70;13.00
3355.00;:7756816786_7_1;9.30;9.30;15.00
3355.00;-371794626#1_0;51.21;42.51;44.00
3355.00;-371794626#1_1;51.51;45.01;45.00
3355.00;-371794626#2_0;145.13;145.13;36.00
3355.00;-371794626#2_1;144.23;147.01;35.00
3355.00;371794626#10_1;0.00;6.39;0.00
3355.00;371794626#11_0;0.00;37.23;0.00
3355.00;371794626#11_1;12.53;68.33;14.00
3355.00;371794626#12_0;0.00;39.27;0.00
3355.00;371794626#12_1;47.71;38.51;51.00
3355.00;FA_1_1;25.10;18.60;12.00
3355.00;FA_3_0;0.00;35.60;0.00
3355.00;FA_3_1;88.52;69.01;54.00
3355.00;costanera_haciamadrevieja_0;6.00;12.57;6.00
3355.00;costanera_haciamadrevieja_1;8.70;15.32;8.00
3355.00;costanera_puerto_guaica_hacialecheria_0;12.51;12.51;4.00
3355.00;ejercito4_0;0.00;71.08;0.00
3355.00;madre_vieja_salida_1;6.00;6.00;7.00
3355.00;semaforo_caminoreal_FA_0;24.81;18.31;48.00
3355.00;semaforo_caminoreal_FA_1;19.00;19.00;46.00
3355.00;semaforo_caminoreal_elejercito_0;20.50;20.50;10.00
3355.00;semaforo_caminoreal_elejercito_1;7.00;7.00;11.00
3355.00;semaforo_caminoreal_elejercito_2;10.70;10.70;14.00
3356.00;:7756816786_7_1;9.30;9.30;16.00
3356.00;-371794626#1_0;51.21;42.51;45.00
3356.00;-371794626#1_1;51.51;45.01;46.00
3356.00;-371794626#2_0;145.12;145.12;37.00
3356.00;-371794626#2_1;146.94;153.61;36.00
3356.00;371794626#10_1;0.00;13.48;0.00
3356.00;371794626#11_0;0.00;44.59;0.00
3356.00;371794626#11_1;12.51;68.01;15.00
3356.00;371794626#12_0;0.00;38.08;0.00
3356.00;371794626#12_1;47.71;38.51;52.00
3356.00;FA_1_1;25.10;18.60;13.00
3356.00;FA_3_0;0.00;42.21;0.00
3356.00;FA_3_1;88.52;69.01;55.00
3356.00;avrio_1_0;0.00;6.23;0.00
3356.00;costanera_haciamadrevieja_0;12.51;12.51;7.00
3356.00;costanera_haciamadrevieja_1;15.26;15.26;9.00
3356.00;costanera_puerto_guaica_hacialecheria_0;12.51;12.51;5.00
3356.00;ejercito4_0;0.00;71.08;0.00
3356.00;madre_vieja_salida_1;6.00;6.00;8.00
3356.00;semaforo_caminoreal_FA_0;24.81;18.31;49.00
3356.00;semaforo_caminoreal_FA_1;19.00;19.00;47.00
3356.00;semaforo_caminoreal_elejercito_0;20.50;20.50;11.00
3356.00;semaforo_caminoreal_elejercito_1;7.00;7.00;12.00
3356.00;semaforo_caminoreal_elejercito_2;10.70;10.70;15.00
3357.00;:1835291742_6_1;0.00;6.42;0.00
3357.00;:7756816786_7_0;9.30;9.30;17.00
3357.00;-371794626#1_0;51.21;42.51;46.00
3357.00;-371794626#1_1;51.51;45.01;47.00
3357.00;-371794626#2_0;145.12;145.12;38.00
3357.00;-371794626#2_1;146.89;160.12;37.00
3357.00;172344969#4_0;379.89;0.00;1.00
3357.00;371794626#11_0;0.00;51.63;0.00
3357.00;371794626#11_1;25.59;67.49;16.00
3357.00;371794626#12_0;0.00;37.38;0.00
3357.00;371794626#12_1;47.71;38.51;53.00
3357.00;FA_1_1;25.10;18.60;14.00
3357.00;FA_3_0;0.00;49.74;0.00
3357.00;FA_3_1;88.51;69.01;56.00
3357.00;avrio_1_0;0.00;5.22;0.00
3357.00;costanera_haciamadrevieja_0;12.50;12.50;8.00
3357.00;costanera_haciamadrevieja_1;15.21;15.21;10.00
3357.00;costanera_puerto_guaica_hacialecheria_0;6.00;6.00;6.00
3357.00;costanera_puerto_guaica_hacialecheria_1;12.51;12.51;3.00
3357.00;ejercito4_0;0.00;71.08;0.00
3357.00;madre_vieja_salida_1;6.00;6.00;9.00
3357.00;semaforo_caminoreal_FA_0;24.81;18.31;50.00
3357.00;semaforo_caminoreal_FA_1;19.00;19.00;48.00
3357.00;semaforo_caminoreal_elejercito_0;20.50;20.50;12.00
3357.00;semaforo_caminoreal_elejercito_1;7.00;7.00;13.00
3357.00;semaforo_caminoreal_elejercito_2;10.70;13.43;16.00
3358.00;:1835291742_6_0;0.00;6.14;0.00
3358.00;:8424094388_1_1;5.24;5.24;1.00
3358.00;-371794626#1_0;51.21;42.51;47.00
3358.00;-371794626#1_1;51.51;45.01;48.00
3358.00;-371794626#2_0;145.12;145.12;39.00
3358.00;-371794626#2_1;160.03;160.03;38.00
3358.00;172344969#4_0;379.89;0.00;2.00
3358.00;371794626#11_0;0.00;58.90;0.00
3358.00;371794626#11_1;25.55;67.13;17.00
3358.00;371794626#12_1;47.71;38.51;54.00
